country,system,destroyed,captured,abandoned,damaged,total
Russia,'Orlan-20' ''Kartograf'' reconnaissance UAV,1,0,0,0,1
Russia,'Orlan-20' reconnaissance UAV,2,1,0,0,3
Russia,(Unknown) truck,143,8,1,5,157
Russia,(Unknown) vehicle,28,1,2,3,34
Russia,1 122mm 2B26 Grad-K,1,0,0,0,1
Russia,1 122mm howitzer M1938 (M-30),0,0,0,1,1
Russia,1 130mm M-46 field gun,1,0,0,0,1
Russia,1 152mm 2A36 Giatsint-B:,1,0,0,0,1
Russia,1 152mm 2S5 Giatsint-S,1,0,0,0,1
Russia,"1 1K148 ""Yastreb-AV"" artillery reconnaissance complex",1,0,0,0,1
Russia,1 1L119 Nebo-SVU VHF multi-functional radar,1,0,0,0,1
Russia,1 1L259 Zoopark-1,1,0,0,0,1
Russia,1 1L271 portable mortar locating reconnaissance radar,0,1,0,0,1
Russia,1 1RL239 Ark-1(M) counter-battery radar,1,0,0,0,1
Russia,1 1V12 command vehicle,0,1,0,0,1
Russia,1 1V12(M) 'Mashina-S'/'Faltset' fire control system,1,0,0,0,1
Russia,1 1V16 battalion fire direction vehicle,0,1,0,0,1
Russia,1 1V18 'Klyon-1' artillery command and forward observer vehicle,1,0,0,0,1
Russia,1 203mm 2S7M Malka,1,0,0,0,1
Russia,1 2B9 Vasilek 82mm automatic gun mortar,1,0,0,0,1
Russia,1 2F510 transport vehicle for 2S12 'Sani' mortar on Ural-43206 chassis,1,0,0,0,1
Russia,1 2F77M transloading vehicle for 2K22M Tunguska-M,0,1,0,1,2
Russia,1 300mm BM-31 Smerch,1,0,0,0,1
Russia,1 39N6 'Kasta-2E2' surveillance radar,0,0,0,1,1
Russia,1 48Ya6-K1 Podlet-K1 low-altitude S-band surveillance radar,1,0,0,0,1
Russia,1 50P6E TEL (for S-350),0,0,0,1,1
Russia,1 51P6 TEL (launcher for 40R6 S-400 'Triumf'),1,0,0,0,1
Russia,1 55K6A command post for S-400,1,0,0,0,1
Russia,1 55Zh6U Nebo-U air surveillance radar,0,0,0,1,1
Russia,1 57mm AZP S-60,1,0,0,0,1
Russia,1 5I57(A) diesel power plant,1,0,0,0,1
Russia,1 5N63S 'Flap Lid B' (for S-300PMU(-1)),1,0,0,0,1
Russia,1 5N63S “Flap Lid B” engagement and tracking radar of the S-300,1,0,0,0,1
Russia,1 5P85SM TEL of the S-300PM1/PM2,1,0,0,0,1
Russia,1 5P85SM2-01 (launcher for S-400),2,0,0,0,2
Russia,1 92N6A multi-functional radar,1,0,0,0,1
Russia,1 96L6-TsP acquisition radar (for S-400 'Triumf'),1,0,0,0,1
Russia,1 9A331MU TLAR for 9K331MU Tor-M1-2U (Tor-M2U),1,0,0,0,1
Russia,1 9A83M2 (launcher for S-300V4),1,0,0,0,1
Russia,1 9A84-2 (launcher for S-300V4),1,0,0,0,1
Russia,1 9A85-2 transloader (for S-300V4),1,0,0,0,1
Russia,1 9K132 Shturm-SM,1,0,0,0,1
Russia,1 9K331MDT Tor-M2DT,1,0,0,0,1
Russia,1 9K334 Gibka-S,1,0,0,0,1
Russia,1 9S18 'Tube Arm' radar variant for the Buk missile system,1,0,0,0,1
Russia,1 9S18 Kupol TUBE ARM Search and Acquisition Radar for Buk-M2,1,0,0,0,1
Russia,1 AMN-590951 multipurpose armored vehicle,0,1,0,0,1
Russia,1 APA-80 engine starting vehicle,1,0,0,0,1
Russia,1 AS-4350 medical vehicle,1,0,0,0,1
Russia,1 ATS-59G artillery tractor,1,0,0,0,1
Russia,1 An-72 transport aircraft,0,0,0,1,1
Russia,1 Antenna vehicle (for 51U6 'Kasta-2E1' surveillance radar,1,0,0,0,1
Russia,1 Antenna vehicle based on Ural-4320 for 35N6 'Kasta' surveillance radar,1,0,0,0,1
Russia,1 BARS WTS001 pickup truck,0,1,0,0,1
Russia,1 BAZ-69092 (for S-400),1,0,0,0,1
Russia,1 BMD-4M Obr. 2024,1,0,0,0,1
Russia,1 BMK-MO towing and motor boat,0,0,0,1,1
Russia,1 BMP-1 765-SB3KDZ,1,0,0,0,1
Russia,1 BMP-1 With 14.5mm BPU-1 Turret,1,0,0,0,1
Russia,1 BMP-1U 'Shkval',1,0,0,0,1
Russia,1 BMP-3 4S24 NKDZ,1,0,0,0,1
Russia,1 BMPT Terminator,1,0,0,0,1
Russia,1 BPM-97 Vystrel,0,1,0,0,1
Russia,1 BRDM-2,1,0,0,0,1
Russia,1 BRDM-2RKhb chemical recon vehicle,0,1,0,0,1
Russia,1 BREM-D armored recovery vehicle,0,1,0,0,1
Russia,1 BREM-L armoured recovery vehicle,1,0,0,0,1
Russia,1 BTM-3 trench digger,1,0,0,0,1
Russia,1 BTR-50,1,0,0,0,1
Russia,1 BTR-50 with BPU-1 turret,0,0,1,1,2
Russia,1 BTR-60PB,1,0,0,0,1
Russia,1 BTR-80 with 57mm UB-32 unguided aircraft rocket pods,0,0,0,1,1
Russia,1 BTR-80-based ZS-88 PsyOps vehicle,1,0,0,0,1
Russia,1 BTR-90,0,0,1,1,2
Russia,1 Beriev A-50,1,0,0,0,1
Russia,1 Beriev Be-200 amphibious flying boat,0,0,0,1,1
Russia,1 Command post based on Ural-4320 for 35N6 'Kasta' surveillance radar,1,0,0,0,1
Russia,1 Command post for 51U6 'Kasta-2E1' surveillance radar,1,0,0,0,1
Russia,1 Command vehicle for Podlet-K1 low-altitude S-band surveillance radar,1,0,0,0,1
Russia,1 Eleron 10,1,0,0,0,1
Russia,1 Eleron T-16,0,1,0,0,1
Russia,1 Eleron T28ME reconnaissance UAV,0,1,0,0,1
Russia,1 Eleron-3SV,1,0,0,0,1
Russia,1 Forpost-RU,1,0,0,0,1
Russia,1 GAZ-3937 Vodnik,0,3,0,0,3
Russia,1 GAZ-51,0,1,0,0,1
Russia,1 GAZ-S41A23 'Sadko Next',1,0,0,0,1
Russia,1 Granat-3,1,0,0,0,1
Russia,1 Grifon-12 reconnaissance UAV,0,1,0,0,1
Russia,1 I-613M mobile power supply station,1,0,0,0,1
Russia,1 ISDM Zemledeliye remote mine-laying system,1,0,0,0,1
Russia,1 Il-22 airborne command post,0,0,0,1,1
Russia,1 Ka-29 naval attack helicopter,1,0,0,0,1
Russia,1 KamAZ 6x4,1,0,0,0,1
Russia,1 KamAZ 8x8 tanker,1,0,0,0,1
Russia,1 KamAZ 8x8 with armoured cabin,1,0,0,0,1
Russia,1 KamAZ KMV-10V Boom Crane Truck,1,0,0,0,1
Russia,1 KamAZ Patrol,1,0,0,0,1
Russia,1 KamAZ tank low-loader,1,0,0,0,1
Russia,1 KamAZ-395800 'Gorets',1,0,0,0,1
Russia,1 KamAZ-4385,1,0,0,0,1
Russia,1 KamAZ-53949 'Typhoon-K' with 5ETs16U 'Okhotnik',1,0,0,0,1
Russia,1 KamAZ-63501 with KS-55729-7M 32-ton crane,1,0,0,0,1
Russia,1 KamAZ-65117,1,0,0,0,1
Russia,1 KamAZ-65221-22,1,0,0,0,1
Russia,1 KrAZ-260,1,0,0,0,1
Russia,1 KrAZ-260 tanker,1,0,0,0,1
Russia,1 Ladoga heavy APC,1,0,0,0,1
Russia,1 Lancet loitering munition launcher and control station,1,0,0,0,1
Russia,1 Launcher for S-300 or S-400,0,0,0,1,1
Russia,1 Leer-2 electronic warfare system,1,0,0,0,1
Russia,1 Leer-3 electronic warfare system,0,1,0,0,1
Russia,1 LuAZ-969,0,1,0,1,2
Russia,1 Luch Korsar UCAV,1,0,0,0,1
Russia,1 MAZ-537,1,0,0,0,1
Russia,1 MAZ-631705,1,0,0,0,1
Russia,1 MP-1IM signal vehicle,0,1,0,0,1
Russia,1 MPUS-K mobile command post,2,0,0,0,2
Russia,1 MSh-5350.1 command vehicle,0,1,0,0,1
Russia,1 MT-LB with 100mm MT-12 anti-tank gun,1,0,0,0,1
Russia,1 MT-LB with 25mm 2M-3 naval gun,1,0,0,0,1
Russia,1 MT-LB with 82-mm automatic mortar 2B9 Vasilek,0,0,0,1,1
Russia,1 MT-LB with AZP S-60 AA gun,1,0,0,0,1
Russia,1 MT-LBVM(K) with 25mm 2M-3 naval gun,1,0,0,0,1
Russia,1 MT-LBVMK with ZU-23 AA gun,2,0,0,0,2
Russia,1 MT-LBu with 100mm MT-12 anti-tank gun,1,0,0,0,1
Russia,1 MT-LBu with 57mm S-60,1,0,0,0,1
Russia,1 MTO-AG-3M,1,0,0,0,1
Russia,1 MTP-A2.1 recovery vehicle,1,0,0,0,1
Russia,1 MiG-31BM fighter aircraft,1,0,0,0,1
Russia,1 Mobile generator for Podlet-K1 low-altitude S-band surveillance radar,1,0,0,0,1
Russia,1 Mohajer-6 UCAV,1,0,0,0,1
Russia,1 Oraln UAV control station,1,0,0,0,1
Russia,1 P-18-2 2D VHF surveillance radar,1,0,0,0,1
Russia,1 P-18T,2,0,0,0,2
Russia,1 P-240 digital communications vehicle,1,0,0,0,1
Russia,1 P-260 Redut-2US communication system,1,0,0,0,1
Russia,1 PAK-200(M) mobile field kitchen based on Ural-4320,1,0,0,0,1
Russia,1 PRP-4(M) artillery reconnaissance vehicle,1,0,0,0,1
Russia,1 PRP-4A Argus artillery reconnaissance vehicle,0,1,0,0,1
Russia,1 PZM-2 trench-digging vehicle,0,1,0,0,1
Russia,1 Palantin electronic warfare system,1,0,0,0,1
Russia,1 Plastun-SN,1,0,0,0,1
Russia,1 Pongae M-2020,0,0,0,1,1
Russia,1 Pontoon bridge,1,0,0,0,1
Russia,1 Predel coastal defence radar,1,0,0,0,1
Russia,1 Project 11356R Admiral Grigorovich-class frigate,0,0,0,1,1
Russia,1 Project 1176 Ondatra-class landing craft,0,0,0,1,1
Russia,1 Project 12411 Tarantul-III-class corvette,1,0,0,0,1
Russia,1 Project 18280 'Yuri Ivanov' class reconnaissance ship,0,0,0,1,1
Russia,1 Project 22160 large patrol boat,1,0,0,0,1
Russia,1 Project 22800 Karakurt-class corvette,1,0,0,0,1
Russia,1 Project 266M Natya-class minesweeper,0,0,0,1,1
Russia,1 Project KS-701 'Tunets' coast guard patrol boat,1,0,0,0,1
Russia,1 R-145BMA command vehicle,1,2,0,0,3
Russia,1 R-149BMRg command and signals vehicle,1,0,0,0,1
Russia,1 R-325BMV jamming station,1,0,0,0,1
Russia,1 R-330M1P Diabazol,1,0,0,0,1
Russia,1 R-381T2M 1.5-3000 MHz radio monitoring station from a modernized R-381TM Taran-M automatic signals intelligence complex,0,1,0,0,1
Russia,1 R-412A 'Torf' tropospheric communication station,1,0,0,0,1
Russia,1 R-416GM radio relay station,0,0,0,1,1
Russia,1 R-431AM antenna module for the Redut-2US communications system,1,0,0,0,1
Russia,1 R-439-MD2 SatCom Station,1,0,0,0,1
Russia,1 R-441 SatCom station,1,0,0,0,1
Russia,1 R-934B 'Sinitsa' automated jamming station,1,0,0,0,1
Russia,1 RB-109A Bylina EW system,1,0,0,0,1
Russia,1 RB-636AM2 Svet-KU EW system,0,1,0,0,1
Russia,1 RIDA 'Buran ASV',0,1,0,0,1
Russia,1 RKhM-6 CBRN reconnaissance vehicle,1,0,0,0,1
Russia,1 RLK-MC-A (ROSC-1) counter-UAV system,1,0,0,0,1
Russia,1 RP-377LA Lorandit,1,0,0,0,1
Russia,"1 Remdiesel Z-STS ""Akhmat""",1,0,0,0,1
Russia,1 STS Sarmat-3,0,0,0,1,1
Russia,1 Sapfir anti-drone system,1,0,0,0,1
Russia,1 Sobolyatnik 1L277 portable ground reconnaissance station,1,0,0,0,1
Russia,1 Stenka-class patrol boat,0,0,0,1,1
Russia,1 Su-27 multirole aircraft,0,0,0,1,1
Russia,1 Su-27 strike aircraft,1,0,0,0,1
Russia,1 Su-57 Stealth multirole fighter,0,0,0,1,1
Russia,1 Sukhoi S-70 Okhotnik-B,1,0,0,0,1
Russia,1 Supercam S150 reconnaissance UAV,1,1,0,0,2
Russia,1 T-43 class training vessel,1,0,0,0,1
Russia,1 T-54-3M,0,0,1,1,2
Russia,1 T-54B,1,0,0,0,1
Russia,1 T-55,0,0,0,1,1
Russia,1 T-55A Obr. 1981,1,0,0,0,1
Russia,1 T-62 Obr. 1967,0,1,0,0,1
Russia,1 T-62 Obr. 1972,0,0,1,0,1
Russia,1 T-62M Obr. 2022,1,0,0,0,1
Russia,1 T-62MV,0,1,0,1,2
Russia,1 T-62MV Obr. 2022,1,0,0,0,1
Russia,1 T-64A,1,0,0,0,1
Russia,1 T-72 hull with RBU-6000 MRLS,1,0,0,0,1
Russia,1 T-72B Obr. 2022,1,0,0,0,1
Russia,1 T-72B3 Obr. 2022,1,0,0,0,1
Russia,1 T-80B,1,0,0,0,1
Russia,1 T-80BV Obr. 2022,1,0,0,0,1
Russia,1 T-80BVK,0,1,0,0,1
Russia,1 T-80BVM Obr. 2022,1,0,0,0,1
Russia,1 T-90AK,1,2,0,0,3
Russia,1 T-90S,1,0,0,0,1
Russia,1 TDA-3 mobile smoke generator,1,0,0,0,1
Russia,1 TOS-2 'Tosochka',1,0,0,0,1
Russia,1 TZM 9T234-2 loader (for BM-30 Smerch),1,0,0,0,1
Russia,1 Tu-22M3 strategic bomber,0,0,0,1,1
Russia,1 Tu-95MS strategic bomber,0,0,0,1,1
Russia,1 UAZ-31514,0,1,0,0,1
Russia,1 UAZ-3153,1,0,0,0,1
Russia,1 UAZ-39094,1,0,0,0,1
Russia,1 UAZ-515195 'Esaul',1,0,0,0,1
Russia,1 Unknown BMP-3 or BMD-4M,1,0,0,0,1
Russia,1 Unknown EW system,1,0,0,0,1
Russia,1 Unknown Forpost variant,1,0,0,0,1
Russia,1 Unknown MT-LBu variant,0,0,0,1,1
Russia,1 Unknown SAM system,1,0,0,0,1
Russia,1 Unknown T-64,1,0,0,0,1
Russia,1 Unknown Tor variant,0,0,0,1,1
Russia,1 Unknown UAV control station,1,0,0,0,1
Russia,1 Unknown Ural truck,1,0,0,0,1
Russia,1 Unknown command vehicle on GAZ Tigr chassis,1,0,0,0,1
Russia,1 Unknown fighter jet,1,0,0,0,1
Russia,1 Unknown fixed-wing aircraft,1,0,0,0,1
Russia,1 Unknown fuel tanker,1,0,0,0,1
Russia,1 Unknown towed artillery,1,0,0,0,1
Russia,1 Ural-375D tanker,0,1,0,0,1
Russia,1 Ural-375D with 8T210 crane,0,1,0,0,1
Russia,1 Ural-4320 with RBU-6000 'Smerch-2' MRLS,1,0,0,0,1
Russia,1 Ural-4320VV,0,1,0,0,1
Russia,1 Ural-532301 with armoured cabin,1,0,0,0,1
Russia,1 Ural-63501-AT,1,0,0,0,1
Russia,1 Ural-6370-0121-30,1,0,0,0,1
Russia,1 Uran-6 mine-clearing robotic system,1,0,0,0,1
Russia,"1 VPK-59095S ""VPK-Ural""",0,0,0,1,1
Russia,1 ZALA Z-20,1,0,0,0,1
Russia,1 ZS-82 PsyOps vehicle,1,0,0,0,1
Russia,1 ZSA-Т Armoured Ambulance,0,0,0,1,1
Russia,1 ZiL-130,1,0,0,0,1
Russia,1 ZiL-131 tanker,1,1,0,0,2
Russia,1 unknown T-62,1,0,0,0,1
Russia,10 'Orlan-20' ''Kartograf'',1,0,0,0,1
Russia,10 100mm MT-12 anti-tank gun,1,0,0,0,1
Russia,10 120mm 2B16 Nona-K howitzer,0,1,0,0,1
Russia,10 120mm 2S23 Nona-SVK,1,0,0,0,1
Russia,10 122mm 2B17 Tornado-G,0,1,0,0,1
Russia,10 152mm 2A36 Giatsint-B,0,1,0,0,1
Russia,10 152mm 2S33 Msta-SM2,0,1,0,0,1
Russia,10 152mm 2S5 Giatsint-S,1,0,0,0,1
Russia,10 1V13(M) battery fire control center,0,2,0,0,2
Russia,10 203mm 2S7(M) Malka,1,0,0,0,1
Russia,10 23mm ZU-23-2,0,1,0,0,1
Russia,10 2F510 transport vehicle for 2S12 'Sani' mortar on Ural-43206 chassis,1,0,0,0,1
Russia,10 9A310M1-2 TELAR (for Buk-M1-2),1,0,0,0,1
Russia,10 BMD-1KSh-A command vehicle,1,0,0,0,1
Russia,10 BMP-1AM 675-sb3KDZ,2,0,0,0,2
Russia,10 BMP-1KSh command and staff vehicle,0,2,0,0,2
Russia,10 BMP-2M,0,1,0,0,1
Russia,10 BMP-2M 675-sb3KDZ,0,0,1,1,2
Russia,10 BRM-1K reconnaissance vehicle,1,0,0,0,1
Russia,10 BTR-70,1,0,0,0,1
Russia,10 Eleron T28ME,0,1,0,0,1
Russia,10 Feniks,1,0,0,0,1
Russia,10 IMR-2(M) combat engineering vehicle,1,0,0,0,1
Russia,10 K-53949 Linza,1,0,0,0,1
Russia,10 K-53949 Typhoon-K,4,0,0,0,4
Russia,10 KamAZ 4x4,1,0,0,0,1
Russia,10 KamAZ with MM-501 armoured cabin,0,1,0,0,1
Russia,10 KamAZ-5350 with armoured cab,1,1,0,1,3
Russia,10 MT-LB with ZU-23 AA gun,1,0,0,0,1
Russia,10 PMP floating bridge,0,1,0,0,1
Russia,10 PTS-3 tracked amphibious transport,2,0,0,0,2
Russia,10 Pantsir-S1,2,0,0,0,2
Russia,10 R-149AKSh-1 command and signals vehicle,1,0,0,0,1
Russia,10 R-330BMV jamming station (for Borisoglebsk-2),1,0,0,0,1
Russia,10 R-934B 'Sinitsa' automated jamming station,1,0,0,0,1
Russia,10 REM-KL recovery vehicle,1,0,0,0,1
Russia,10 RKhM-6 Povozka CBRN reconnaissance vehicle,1,0,0,0,1
Russia,10 T-62MV,0,1,0,0,1
Russia,10 T-62MV Obr. 2022,2,0,0,0,2
Russia,10 T-72BA,0,1,0,0,1
Russia,10 T-90M,1,0,0,0,1
Russia,10 T-90S,1,0,0,0,1
Russia,10 UAZ-3303,1,0,0,0,1
Russia,10 UAZ-39094,2,0,0,0,2
Russia,10 UAZ-452 van,0,0,1,1,2
Russia,10 UAZ-469 jeep,1,0,0,0,1
Russia,10 Unknown SPG,1,0,0,0,1
Russia,10 Ural-4320 with 57mm AZP S-60,1,0,0,0,1
Russia,10 Ural-63704-0010 Tornado-U,1,0,0,0,1
Russia,10 ZALA 421-16Е2,0,1,0,0,1
Russia,10 ZiL-131,0,1,0,0,1
Russia,100 122mm BM-21 Grad,1,1,0,0,2
Russia,100 BTR-80,2,0,0,0,2
Russia,100 MT-LBVM and MT-LBVMK,1,0,0,0,1
Russia,100 T-80BVM,1,0,0,0,1
Russia,100 T-80U,4,1,0,0,5
Russia,100 UAZ-452 van,7,0,0,0,7
Russia,1000 KamAZ 6x6,3,0,0,0,3
Russia,1001 KamAZ 6x6,1,0,0,0,1
Russia,1003 BMP-2(K),5,0,1,1,7
Russia,1004 KamAZ 6x6,3,0,0,0,3
Russia,1006 KamAZ 6x6,2,0,0,0,2
Russia,100mm MT-12 anti-tank gun,1,2,0,0,3
Russia,101 122mm BM-21 Grad,0,0,0,1,1
Russia,101 152mm 2A65 Msta-B howitzer,2,0,0,0,2
Russia,101 BMP-3 688A-sb6-2KP,2,0,0,0,2
Russia,101 GAZ Tigr-M,0,2,0,0,2
Russia,101 MT-LBVM and MT-LBVMK,1,0,0,0,1
Russia,101 T-80BVM,1,0,0,0,1
Russia,101 T-80U,1,0,0,0,1
Russia,101 Unknown BMP-1/2,2,0,0,0,2
Russia,101 Ural-4320 tanker,2,1,0,0,3
Russia,1014 KamAZ 6x6,8,0,0,0,8
Russia,1017 BMP-2(K),9,0,0,0,9
Russia,1019 BMP-2(K),2,0,1,2,5
Russia,102 152mm 2A65 Msta-B howitzer,1,0,0,0,1
Russia,102 BMP-3 688A-sb6-2KP,1,0,0,0,1
Russia,102 BTR-80,2,0,0,0,2
Russia,102 BTR-82AT,3,0,0,0,3
Russia,102 GAZ Tigr-M,1,2,0,0,3
Russia,102 T-80BV,1,1,0,1,3
Russia,102 T-80BVM,1,0,0,0,1
Russia,102 T-80U,1,0,0,0,1
Russia,102 Unknown BMP-1/2,1,0,0,0,1
Russia,102 Ural-4320 tanker,0,1,0,0,1
Russia,102 ZALA Z-16 (421-16Е),3,0,0,0,3
Russia,1020 KamAZ 6x6,5,0,0,0,5
Russia,1021 BMP-2(K),5,0,0,1,6
Russia,1022 KamAZ 6x6,2,0,0,0,2
Russia,1025 KamAZ 6x6,2,1,0,0,3
Russia,1026 KamAZ 6x6,1,0,0,0,1
Russia,1027 KamAZ 6x6,1,2,0,0,3
Russia,1029 BMP-2(K),3,0,4,1,8
Russia,1029 KamAZ 6x6,2,0,0,0,2
Russia,103 122mm BM-21 Grad,5,0,0,0,5
Russia,103 152mm 2A65 Msta-B howitzer,0,0,0,1,1
Russia,103 152mm 2S19 Msta-S,1,1,0,1,3
Russia,103 MT-LBVM and MT-LBVMK,0,2,0,0,2
Russia,103 T-62M,5,0,0,0,5
Russia,103 T-72B Obr. 1989,3,0,3,2,8
Russia,103 T-80U,1,0,0,0,1
Russia,103 UAZ-452 van,3,0,0,0,3
Russia,103 Unknown BMP-1/2,1,0,0,0,1
Russia,1031 KamAZ 6x6,1,0,0,0,1
Russia,1033 BMP-2(K),3,0,1,0,4
Russia,1033 KamAZ 6x6,3,0,0,0,3
Russia,1034 KamAZ 6x6,1,0,0,0,1
Russia,1037 KamAZ 6x6,2,1,0,0,3
Russia,1039 KamAZ 6x6,2,0,0,0,2
Russia,104 122mm BM-21 Grad,1,0,0,0,1
Russia,104 152mm 2S19 Msta-S,0,0,0,1,1
Russia,104 BMP-1(P),2,2,0,1,5
Russia,104 BTR-80,0,2,0,0,2
Russia,104 BTR-82AT,2,0,0,0,2
Russia,104 GAZ Tigr-M,0,1,0,0,1
Russia,104 KamAZ 6x6 tanker,3,1,0,0,4
Russia,104 T-62M,1,0,0,0,1
Russia,104 T-72B Obr. 1989,1,0,1,0,2
Russia,104 T-80BVM,1,0,0,0,1
Russia,104 T-80U,1,0,0,0,1
Russia,104 UAZ-452 van,1,0,0,0,1
Russia,104 Unknown BMP-1/2,1,0,0,0,1
Russia,104 Ural-43206,3,1,0,0,4
Russia,104 ZALA Z-16 (421-16Е),2,0,0,0,2
Russia,1044 BMP-2(K),8,0,1,1,10
Russia,1044 KamAZ 6x6,5,0,0,0,5
Russia,1045 KamAZ 6x6,1,0,0,0,1
Russia,1046 BMP-2(K),3,0,1,1,5
Russia,1046 KamAZ 6x6,1,0,0,0,1
Russia,1047 KamAZ 6x6,3,0,0,0,3
Russia,105 122mm BM-21 Grad,1,0,0,0,1
Russia,105 152mm 2A65 Msta-B howitzer,1,0,0,1,2
Russia,105 BMP-1(P),0,1,0,0,1
Russia,105 KamAZ 6x6 tanker,0,1,0,0,1
Russia,105 T-62M,1,0,0,0,1
Russia,105 T-72B Obr. 1989,1,0,0,0,1
Russia,105 T-80BV,2,1,0,0,3
Russia,105 T-80BVM,0,0,1,1,2
Russia,105 Unknown BMP-1/2,1,0,0,0,1
Russia,105 Ural-43206,1,0,0,0,1
Russia,105 ZALA Z-16 (421-16Е),1,0,0,0,1
Russia,1052 BMP-2(K),6,0,1,1,8
Russia,1054 BMP-2(K),2,0,0,0,2
Russia,1057 BMP-2(K),2,0,0,2,4
Russia,1059 BMP-2(K),2,0,1,1,4
Russia,106 122mm BM-21 Grad,1,0,0,0,1
Russia,106 152mm 2A65 Msta-B howitzer,0,0,0,1,1
Russia,106 152mm 2S19 Msta-S,1,0,0,1,2
Russia,106 BTR-80,2,1,0,0,3
Russia,106 T-62M,1,0,0,0,1
Russia,106 T-72B Obr. 1989,1,0,0,0,1
Russia,106 T-80BV,1,0,0,0,1
Russia,106 T-80BVM,0,0,1,1,2
Russia,106 UAZ-452 van,3,0,0,0,3
Russia,106 Ural-4320 tanker,1,0,0,0,1
Russia,1060 KamAZ 6x6,12,0,0,1,13
Russia,1061 KamAZ 6x6,1,0,0,0,1
Russia,1063 BMP-2(K),3,0,2,2,7
Russia,1065 KamAZ 6x6,5,0,0,0,5
Russia,1066 KamAZ 6x6,1,0,0,0,1
Russia,1067 BMP-2(K),7,0,2,2,11
Russia,107 122mm BM-21 Grad,1,0,0,0,1
Russia,107 152mm 2A65 Msta-B howitzer,1,0,0,0,1
Russia,107 BMP-1(P),0,2,0,0,2
Russia,107 BTR-82AT,2,0,1,0,3
Russia,107 KamAZ 6x6 tanker,2,0,0,0,2
Russia,107 MT-LBVM and MT-LBVMK,0,1,0,0,1
Russia,107 T-72B Obr. 1989,1,0,0,0,1
Russia,107 T-80BV,2,0,0,0,2
Russia,107 T-80BVM,2,0,0,0,2
Russia,107 UAZ-452 van,0,0,0,1,1
Russia,107 Unknown BMP-1/2,1,0,0,0,1
Russia,107 Ural-43206,2,0,0,0,2
Russia,1071 KamAZ 6x6,5,0,0,0,5
Russia,1073 KamAZ 6x6,3,0,0,0,3
Russia,1074 KamAZ 6x6,1,0,0,0,1
Russia,1075 KamAZ 6x6,1,0,0,0,1
Russia,1076 KamAZ 6x6,1,0,0,0,1
Russia,1079 KamAZ 6x6,3,0,0,0,3
Russia,108 122mm BM-21 Grad,1,0,0,0,1
Russia,108 152mm 2A65 Msta-B howitzer,0,0,0,1,1
Russia,108 BMP-1(P),1,2,0,0,3
Russia,108 T-62M,0,0,0,1,1
Russia,108 T-72B Obr. 1989,1,0,0,0,1
Russia,108 T-80BVM,1,0,0,0,1
Russia,108 Unknown BMP-1/2,1,0,0,0,1
Russia,108 Ural-43206,1,0,0,0,1
Russia,1082 KamAZ 6x6,3,0,0,0,3
Russia,1084 KamAZ 6x6,2,0,0,0,2
Russia,1087 KamAZ 6x6,4,1,0,0,5
Russia,1088 KamAZ 6x6,1,0,0,0,1
Russia,109 122mm BM-21 Grad,5,0,0,0,5
Russia,109 152mm 2A65 Msta-B howitzer,1,0,0,0,1
Russia,109 BTR-82AT,1,0,1,1,3
Russia,109 KamAZ 6x6 tanker,1,0,0,0,1
Russia,109 T-62M,1,0,0,0,1
Russia,109 T-72B Obr. 1989,2,0,0,0,2
Russia,109 T-80BVM,2,0,0,0,2
Russia,109 UAZ-452 van,1,0,0,0,1
Russia,109 Unknown BMP-1/2,2,0,0,0,2
Russia,1091 KamAZ 6x6,3,0,0,0,3
Russia,1092 KamAZ 6x6,1,0,0,0,1
Russia,1093 KamAZ 6x6,1,0,0,0,1
Russia,1094 BMP-2(K),24,0,12,10,46
Russia,1095 KamAZ 6x6,2,0,0,0,2
Russia,1097 KamAZ 6x6,2,0,0,0,2
Russia,1098 BMP-2(K),2,0,1,1,4
Russia,1098 KamAZ 6x6,1,0,0,0,1
Russia,11 'Orlan-20' ''Kartograf'',2,0,0,0,2
Russia,11 100mm MT-12 anti-tank gun,1,0,0,0,1
Russia,11 120mm 2B16 Nona-K howitzer,0,1,0,0,1
Russia,11 122mm 2B17 Tornado-G,0,1,0,1,2
Russia,11 152mm 2S33 Msta-SM2,0,2,0,0,2
Russia,11 152mm 2S5 Giatsint-S,1,0,0,0,1
Russia,11 1V13(M) battery fire control center,1,0,0,0,1
Russia,11 1V14 battery command and forward observer vehicle,0,2,0,0,2
Russia,11 203mm 2S7(M) Malka,1,0,0,0,1
Russia,11 23mm ZU-23-2,0,1,0,0,1
Russia,11 2F510 transport vehicle for 2S12 'Sani' mortar on Ural-43206 chassis,1,0,0,0,1
Russia,11 2K22M1 Tunguska,1,0,0,0,1
Russia,11 82mm 2B9 Vasilek automatic gun mortar,1,0,0,0,1
Russia,11 9A310M1-2 TELAR (for Buk-M1-2),1,0,0,0,1
Russia,11 AMN-233114 'Tigr-M',1,0,0,0,1
Russia,11 AS-4350 medical vehicle,1,0,0,0,1
Russia,11 BMD-1KSh-A command vehicle,1,0,0,0,1
Russia,11 BMP-1 675-sb3KDZ,2,0,0,0,2
Russia,11 BMP-1AM 675-sb3KDZ,1,0,0,0,1
Russia,11 BMP-1KSh command and staff vehicle,1,0,0,0,1
Russia,11 BMP-2M,0,1,0,0,1
Russia,11 BMP-2M 675-sb3KDZ,2,0,0,0,2
Russia,11 Eleron T28ME,1,0,0,0,1
